msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
ZiIHyeE3RKsBKJCMJVidbGKLksHRptliu6GC4bR2P7g=,39,30,149,149,1,20170301,20170426,1
GYLhbDeizpHRMtXFRJxPGSFhcVhONUnycVDJt1kconw=,37,30,149,149,1,20170308,20170407,0
sCRJXgEYiIK6WgE8TPQ0EdyNvPczkvy+1zj6ltv/KnE=,38,30,149,149,0,20170310,20170409,0
8da0JzVBIQAu4bbi8Jw6/AySTceRC68d/Nnh1EQ1+yc=,38,30,149,149,0,20170310,20170409,0
I42aAE40ARBrrfziYu9YIZub4l3a2sEWhJGrMPoWT8I=,29,30,180,180,0,20170313,20170412,0
9Batxkm3d9lLPBoKvuvWkkxTKCD5AyeQs44uAHW9oTc=,32,180,536,536,0,20161221,20170622,0
FPBOyoCrE4rG5myVU2E+suBaXRsKtf3deDckddOXN0E=,41,30,99,99,1,20170313,20170413,0
xHktI9/inCHCsJhmfo43d2DBKzmHuCbOtu/Pano8kN0=,39,30,149,149,1,20170331,20170512,0
NvwryWEwsHuBsU/zKxkRD+BFFuG4rbgQiw8FivaxQaw=,32,270,894,894,0,20160613,20171129,0
/pdRJ16vz3/kSZ4TO0H49SiH9N1GZCAZ5p4DOiaIiXM=,41,30,99,99,1,20170301,20170401,0
mmBCfKgdEjUlfgbD9bw4HdZaIaWmI4+VoexwuFc888c=,41,30,99,99,1,20170302,20170302,1
4ebfI8rjm8+CuPpVpTzelKBZ5Yv1iFDrxjXPmCmBSwY=,40,30,149,149,1,20170302,20170401,0
Mhs2I9NyGeniiI4VGBXvj2J/kgVpvVPu6LkpejFSWvw=,41,30,99,99,1,20170322,20170422,0
6jwoiefDaOKL5rg4LDM2LjB/SiFFWSGN5Z6yxRTLLcc=,32,410,1788,1788,0,20160525,20170712,0
lJI48Hv87siWGB9fFHvhzb3Nwmo8X6sh4Zybd3oMe5w=,38,90,477,477,0,20170329,20170627,0
xSOp+gLXh+O9Ujm8KERLosVebtyViivOpBhaC3I0aUc=,36,30,180,180,1,20170303,20170403,0
s7HarPLouAmiKI1//UV/t6UJv3sZziWWv7ln7n5r4nk=,15,90,300,300,0,20170120,20170424,0
vbw+5Z08nuZ2ASaU5NbkLt5fsdZvgqxC4RFSISSM++4=,37,30,149,149,1,20170301,20170331,0
2h2aSBCcBCbfkrt9ONzZlf4y5ky1b0neyQJvHfMuJy8=,40,30,149,149,1,20170321,20170420,0
OlFcZLitm8/+rlISqkKiHqjb/ihSSoT49BRH3Di14c8=,41,30,149,149,1,20151114,20171116,0
DXphOZdv69TfWtXAUuTyKxVuZRzQPfpy6Z+KB9LYvqk=,41,30,149,149,1,20170311,20170411,0
bnOPSFD7R+IqN5pXnqtbroWZAnkbIyqd4vxSO1adLuA=,41,30,149,149,1,20170311,20170412,0
8tJanKawqCVkI/BKb+a+lNdU85U6HzmAsL9S1G27/Mg=,41,30,149,149,1,20150321,20170521,0
ndI5gut7apuct9tZj0fo9jS/Ct/KMxkAgw2B/gDOImg=,39,30,149,149,1,20170228,20170408,0
Cyn0tTsuvnTEpMqnyQCDoGxYnxh38DNRTPwgLZQMcOs=,32,195,894,894,0,20161027,20170513,0
x1t0aQ3EiCiW+uNXUn8WXld0HPdT3r4voCLUJ6D3djA=,15,240,1200,1200,0,20170301,20171030,0
iKjHtqJDexhi2kAmllqOHJy00Bxe6kKx4GzgTdfCMNQ=,41,30,99,99,1,20170326,20170427,0
1DteSxGFhA8bYXocyCff9gVWdJA+mJSEWTtaYAvmhPo=,36,30,180,180,1,20170315,20170414,0
6U2VdW4op20kEiwMr4HiLeF+BQZdFI+sQiDmGlt4R6I=,39,30,149,149,1,20170228,20170403,0
GeBt/5UC6GhXhiI68WSIjn6J0gZeouQkTdvlx9pPnvU=,41,30,99,99,1,20170331,20170430,0
nEqkdiKTszvAFF+1sVGNOudkU5UtzAW5LJwXXZUtBOY=,41,30,149,149,1,20150620,20171020,0
5tkTKEN/8FKKn9HYaA5TY7wwpNwzEmRh8AtnvbgMFf8=,41,30,129,129,1,20170303,20170403,0
XQR8R5MRNB8ycndwtWsfhCY654vOWwmIp8Kg6dSrKV0=,37,30,149,149,1,20170319,20170420,0
0Lw2jyHC9MM7MEL19oIhNZloxdBInfMHWKe+GM8GzMM=,41,30,149,149,1,20170312,20170412,0
3aSIlCxQaRhcA3wtduAzzsddCHSy8Zs4UBwVHTllXAw=,32,410,1788,1788,0,20160505,20170619,0
qDqLtOU/CixFXarpLW8xwFd10jHDB98nSM6vqH5Gq64=,37,30,149,149,1,20170328,20170427,0
+zVJvMRwnci7tvCtX2PaPpUVRMXnj2cnwhtnvrnMEPw=,41,30,99,99,1,20170302,20170402,0
gdNfGJsQhhAA6PFVM980LSUVNm32Ap6V7zrfZ4AYvpw=,41,30,99,99,1,20170312,20170412,0
tZEhY9qO6molAChhXzWkg4ZqXyAx99pMqv4F0A3bhHs=,41,30,149,119,1,20150524,20170720,0
D/yZZc4c+XAPP04Y63R+UwreF5tnT7A30uPUG7r6BUU=,36,30,180,180,0,20170324,20170423,0
Lqx52XK/Kq9ZckSYjAUKLm9sGH3wxgzUM7ea7vh/P7c=,41,30,99,99,1,20170301,20170401,0
RzBwxQ4ukbXuSGjAng5/Swded9NxSNjB68t+oWiSppc=,34,30,149,149,1,20170331,20170430,0
8bS5u3Cx6XXU8tNcuhf78TdtBJdlK3YDrmu+lTUXK9c=,39,30,149,149,1,20170228,20170506,0
/6Kh3hIIt5Llr3yc0GEXXq+yE7zE3wYhQE4nxnsYJIk=,32,180,699,699,0,20161217,20170616,0
rYZBm8NqjtxDtuI2eJKDZDKM1AzN9pW9KtXRgdWSCP8=,34,30,149,149,1,20170228,20170429,0
3eA6a7DLj5Y9CwnF2SkT1wXEboKb1JME6vZeO7oKcTs=,41,30,99,99,1,20170301,20170401,0
U/1cg7IMjYQYRMRDRrJHpzWk24sbLumLl1Qo4KA3Wn8=,39,30,149,149,1,20170331,20170511,0
085nFm5UckhyU78gZJSE/KqICvabdoMU19lios6qQBc=,41,30,99,99,1,20170316,20170416,0
nk0HBHTg4Rvjhu9k2al44GYYqUhfmPn//5Qd2xa6VrQ=,36,30,180,180,1,20170320,20170419,0
0EOQd2J849LL3p9AlanvziO1mF6P0o3cDCspsduNAbQ=,41,30,100,100,1,20170325,20170424,0
t4m/FDShXhaBbE7wagBsJqTAvydjiPDaWjVUi1L2wyw=,36,30,180,180,1,20170313,20170412,0
vXVYryuo3sGBAdrVF2tVQsI2vV+IvjWaabfTNVq/KOI=,39,30,149,149,1,20170331,20170504,0
mzNRLSY64bvirHBG+6zgrlfkNU7dGK6zhfWgWFvUaDY=,41,30,149,149,1,20151220,20170721,0
pOPFudXKZXvfCUBrPu2v1XonLgmX5yCp+DB6IUqEkKM=,41,30,149,149,1,20170309,20170410,0
JyfPFHE3mT5WIgoeEKgBx9Ix22iwDy1u7W3kA+rlVi0=,39,30,149,149,1,20170331,20170504,0
tdM3ZG8Hj+aFYXUJxbU0vw5rtgn0FL0M7unZK8+fECs=,41,30,149,149,1,20150613,20181113,0
v85hirdFQVhXo8fSZqqYNnozlD/x6ScioJpC9AcAP+Y=,41,30,99,99,1,20170315,20170424,0
BCmpI6rgX7R4WgRTtuxXphu0VU3MB9VlNrK9PyjDe7Y=,38,30,149,149,0,20161222,20170502,0
rR2wPrGv8b5Jl1GahT46tdQH3LOCsF7zOPC3FDn/jw8=,41,30,99,99,1,20170323,20170423,0
dvWoV77JaAI+Gxl/eTJbbWjIz4DpzNVWwTeQ0iioMyU=,41,30,149,149,1,20170315,20170416,0
xl9R6ewW1q5J+qbSQ1SmHHY8jzRT0ERFGkWTyniGjCk=,41,30,149,149,1,20170331,20170501,0
USn3gDI+3Q3IoCzoqB0QDYKQYF19U9AnIu3aMVP4NnQ=,41,30,99,99,1,20170305,20170405,0
qj4eXs0mAqIgvwEF5qIe1jd7ueBePkPj2VuBFdCVQQ4=,41,30,99,99,1,20170308,20170408,0
WDN9oKOV9OWeYZSvw8CVMXe36+YwiRQWVkwSS3+spvk=,38,365,1299,1299,0,20161205,20171212,0
fSzBNS0fx98/GaBc+14DXZc2UbVnSYshjNDDa4ThEVY=,38,30,149,149,0,20170311,20170410,0
C43JRZtnkVHO/X6LLBbscq4fcsDSmVJn4CcVTGuLcag=,41,30,149,149,1,20170314,20170414,0
PgLtjFQWUOdhb5RsY1viwXjBVgxLiLQL1wHx+673Q0w=,39,30,149,149,1,20170331,20170513,0
1sR8Y2xcr+um+l8H245dFz0E5YhxLIu7IC4Iok5WNHM=,41,30,99,99,1,20170331,20170430,0
wfAP/x8OZc7mC5UnQHNRWoGyj266S9gc3ESOWq8BsQI=,39,30,149,149,1,20170228,20170414,0
yWJ6aFarVKTo2f6eiLwCdS7bQ7LpDczgnNCZQHr3jPE=,41,30,99,99,1,20170327,20170427,0
9TYY8HZKDMlMOV2hJKSMbkd+OkS80bWVdazxA0XKu3I=,41,30,99,99,1,20170315,20170415,0
Xy/MRI3vXUb3Q+ZcwRv20JlqpXeDdFZ0sp8wp4zfgsQ=,41,30,99,99,1,20170319,20170419,0
iTHdqJkMjpqkJDIxy3LNQbPAmZ0Fg+6TLx9mel2Pufk=,41,30,149,149,1,20150924,20180816,0
kjIQeSz28L1WYdRUppMcJxDCemv6Q2+07YQd74uJHfw=,41,30,99,99,1,20170320,20170420,0
uUq8tygW9qYoKmhPqi3RnfLt8GlhDOYPH7IkJi5uZKc=,41,30,100,100,1,20170304,20170404,0
ffLjDADauMbmO+vEJv2LZP4w3yeIL7mIs8E7Fjhc65c=,41,30,99,99,1,20170315,20170415,0
vvVvKs1ILkrGH6/+IO2oCXqLOcOmvv5zJ5f9GCX+DS4=,38,30,149,149,0,20170319,20170418,0
/YW5DJ3Wlp7ZZP/0IFsXTwtK5vC6UlsokyUBHCtfhbM=,41,30,149,149,1,20150414,20180513,0
rJHYIiWxNn64Q7QFmJLXACw3pLkkwlZ+p9lyhl7OwkI=,41,30,99,99,1,20170306,20170406,0
2YTinqnByOTObZ4Jez+A9s1MCzosiXOyEHvz/ZHLg8s=,38,450,1788,1788,0,20161130,20180223,0
8zmHlWnxwtnoZHeyXUOJYqCKe4/u99fYY3OOAEfN85k=,40,30,149,149,1,20170308,20170407,0
b0573sOqNu/oZZ2xeO4tBixhcNMXm1vEU3KR1k+DI/4=,39,30,149,149,1,20170331,20170504,0
P7eHLSbnRY5wR2eIcOhf+0qmnwEM1nU1/XrWD6cuiDA=,15,360,1200,1200,0,20170206,20180131,0
Ag1MPQmBc2nUE5fRxZfPa9Jx5lGtGEF13STiQPEOEts=,39,30,149,149,1,20170331,20170515,0
s3OaslVw2sq9D+1QeRIzv4fCz4F9GLqCU40WciYtPiQ=,12,195,894,894,0,20161106,20170523,0
yGGfAAhHJTv76EaQyevuBBm+UG+UXnHKVclcSbMUgrE=,40,30,149,149,1,20170204,20170402,0
LNuc8RF0CSoKGWSwGJS/VavaRHOe5eUVxKXVs1a8jx8=,38,7,0,0,0,20160722,20170905,0
8TxeIsKonZZKr9toajl9onB6EnGnPZ1bEJAfDtHYYQI=,39,30,149,149,1,20170228,20170412,0
f9ncAI1ewiTao3TSnfyQQkT/R16K0cNFT8dDkBIAKAw=,38,90,447,447,0,20170127,20170427,0
Rcj5dlRv3XFLSa8HSuvpgBwEJjfzVJwOjp7tYQUQgys=,41,30,129,129,1,20170305,20170405,0
1s032mXlwA+odioj0SKFpAK92tWfl/frA/zXa1RysuU=,41,30,99,99,1,20170323,20170423,0
3ymMznt+GDu5GLZNbWFZjhzdomDe56bnbl2nBCqGbUc=,41,30,149,149,1,20170324,20170425,0
8cldLcWZ0+3oqeu/khGjSanbadLe9rvIsxDIJrLYo5Y=,36,30,180,180,1,20170301,20170408,0
cGFyznLiBL9kGTcZM1ziQMd7ZTQ+Fjre+Bod35RCCTk=,41,30,149,149,1,20151103,20170901,0
IPzqrQrgSdF9NccTMzHJuRdPKlCRymTvqaH5MVWhA2M=,41,30,149,149,1,20170317,20170418,0
ByhLksr1IO25u2ExH3qPdaIkGFQ/eCX9HXnWar3LXj4=,41,30,129,129,1,20160104,20180820,0
Gw2ktjk9eY92XmQ+/fPtILj5Y0hr4WXCvF2REofgd1E=,41,30,149,149,1,20170326,20170426,0
7B78pkBvUQBQI93rafjZTNO7Tld1P7WYT/1Jq5K66zg=,41,30,99,99,1,20170313,20170413,0
qZvmlGiKsB0d93QVtX35NbsKx/3/8bWQsF19qNzQMUg=,29,30,180,180,1,20170312,20170412,0
wMfvkVgKPUkszluTLHIGPTWwgHDcoJAL47S+cpL/jko=,39,30,149,149,1,20170228,20170412,0
q7Jd4SSxNlclAlqFcvyhc4hXHVS7whPO0J8z8XqRz5w=,36,30,180,180,1,20170326,20170425,0
xPAn4puNHDn1sd2/WQiiXAQlyazNJVmqzPiqeZNqpkI=,41,30,99,99,1,20170321,20170421,0
FmuMx8Tk15V6ZKVUYsPfC0Tem9hXa0kzEnrue4Rd8q0=,41,30,149,149,1,20150720,20170812,0
2Tn0sPivp3wc9AdzsgZkzVHxOotKeL1w+iRTeMenq0I=,41,30,149,149,1,20160314,20170406,0
dPk/SvJAMbgnNNfTGVizvO+rdg7BynOSgFinQh3q28g=,41,30,99,99,1,20170316,20170416,0
rjnQr/pI+V+dNnkGMVdA1OFHuWnCXDzndWgajKCw5KI=,32,195,894,894,0,20151005,20171207,0
q5rbx6p5My4y3Zs+YCDa1lDEBWb67aP+WgabNXrq8Dk=,41,30,149,149,1,20170320,20170420,0
m9LnXPdwssDW8fcPsB3lyWxbh2Uf5ZH2r5uv0YVOnu0=,41,30,99,99,1,20170306,20170406,0
oXYcijHAsSrutTrX3Ie9VhM9tFYf+pX80dBpa0x1ROs=,41,30,99,99,1,20170301,20170401,0
q1z7LzI6b0mXdFWt7Dq12yUStSIg5HV7YDghfjH5icY=,41,30,149,149,1,20170331,20170501,0
zxE7eCE2QFnkNI4e6mhcvNmZMjdFqkC0yPP6w95uMZ0=,41,30,129,129,1,20170303,20170303,1
n1nHKZcPWlBkDGJoZQXhHp47DF0cl/peVRyv/P1RsLk=,41,30,99,99,1,20170325,20170425,0
DkBH8eBqywjk8QRPOTvvQQsf9vy+WO2WfpqysTq3yJk=,32,195,894,894,0,20161116,20170602,0
8XxzvDRH6FgDRjvqVWmtjszYY1IsxQoUbJucQ/UESZA=,41,30,100,100,1,20170307,20170307,1
TW2hPCSfY8GyFduhWmskAtk++1r97mqoUTx0ae1SPkU=,41,30,149,149,1,20170306,20170406,0
XcABh1XmOcyFQ2rHh5DWtRT+hj5AcaGWy+5JeKVuB5w=,32,180,536,536,0,20170110,20170712,0
1nltTBjEU/OSD5phc0DDyoa5FeSmdHGj58fjUzXrO8Y=,41,30,149,149,1,20170320,20170622,0
kbqIcOHYby6iHXTh2sFoy+VHQqlq9wete8/lYUY4BdA=,39,30,149,149,1,20170228,20170506,0
6DEdrv5941SwwXg1hcGItNkVyDyOhr3vrEvs09dxUsE=,40,30,149,149,1,20170305,20170404,0
yStuYoNYJsMRo9LVgOaRPtH5gHtskg6ORWPbC09YrGI=,36,30,180,180,1,20170322,20170421,0
9eG+RRQV0u/5/1NY2DtYw80ReMEvIhlJet3Ff5FAXC4=,41,30,149,149,1,20160201,20170502,0
TivTq86Gk9ymSlcBTqviyE/uF8UxTEM5kN6PBVaNzEw=,36,30,180,180,1,20170306,20170406,0
dSMcSZSTc9GGiHBAY9osEBRbLz/nuYh5tCtA6X23mRQ=,41,30,100,100,1,20170329,20170430,0
UgUbT38uMVVRf73aMlqW4jlq0fhDKjhmgseU570YCKs=,41,30,99,99,1,20170331,20170430,0
uT6wRGLuFZLANjanRppbzdplXWmdVegtnhYpYuMaxko=,39,30,149,149,1,20170331,20170520,0
7iqL05FsRO7nrAqOQkMfxZ13O50Sd68PXXEfVUdz7Jg=,38,30,149,149,0,20170323,20170422,0
9j4WTYc831QzwHF1WE4AMujhbsoEecNO6NfSMchRsZA=,41,30,149,149,1,20170305,20170405,0
l4v6Bm8/wRP7/RASQQOGNUa+4gUWC8voI6GINNcaevM=,32,90,300,300,0,20170314,20170612,0
a7rZbpA1DOKMMrsT/5znaASjhWiueeD7izg5fv/VtaM=,40,30,149,149,1,20170327,20170426,0
7x61g4QCm0Yjvr58aWUCDhAVkKOHOJLgQsHAhCVQdj8=,41,30,99,99,1,20170321,20170321,1
Ktv/dRZZYOGlsmmkfkCgwx/GbzLGKHIuGo/77cLIUQs=,41,30,100,100,1,20170307,20170406,0
icMqJY8kKr8s+IPZJgF2nIEpPLeH37/HYdciSMtsXkA=,41,30,149,149,1,20150625,20190610,0
LbH3asPdSGcCx0dnGuZDSw9mw4lHOm8CsvVVHRDfP+Q=,41,30,99,99,1,20170315,20170416,0
TwotgpHXoEh7UBO+IaYve55GjnNJFJKtDxcsECfn4Ok=,32,180,536,536,0,20161126,20170528,0
NpyBl2d1xo/QemsqmYdEFWfu6vwLxGFrMCwn176796E=,39,30,149,149,1,20170228,20170422,0
/ZfJto7DqwYb+VoCReH5VzrN9goNdBbA/1tJ+679bOs=,30,30,100,100,1,20170328,20170427,0
QR2bO/+X0irt4GF7MTm4tw6MOdXF/10eqj6hiW7+a/c=,39,30,149,149,1,20170331,20170501,0
y97fIGgXmIooimwqEQkc7BVu97tmz1DWucyHd2qAe6c=,41,30,99,99,1,20170307,20170407,0
gHUnKcgMFyOP05j4NUvdQTpvelD9Lj4R4nADy49saAQ=,38,410,1788,1788,0,20160224,20170409,0
WafS0JLSJvW5NT93e2IYpQQrkonOyAa9oym+f1gAZls=,41,30,149,149,1,20170310,20170410,0
gvWUqxZKOKeyeTT4e6JstAiOJkEl4zgSfaUoX51srFk=,41,30,149,149,1,20170318,20170419,0
ZMFfAfrIH5BZZ+Y/vCT3BmVqqFsR4rQrCvAPdRqw7gM=,32,60,300,300,0,20170322,20170522,0
pJz9MVlND3p2QXUXWK6kXgArp/P3woJkirrFqBlpEKk=,36,30,180,180,1,20170313,20170412,0
Bz9vkqWThhyOl8pCFmyw8GkrCoobbfsE3vrxD2PsRXc=,30,30,149,149,1,20170323,20170424,0
hycVjkpZzBbF6NNo7Is3ZgR/WlLuI5pmgv8Bb7ritmk=,41,30,149,149,1,20150804,20170725,0
TQURTweQ4GFTkr57M4Q95Zr8U/l7K32hUVGLd44a0hM=,38,30,149,149,0,20170327,20170427,0
A/iFlh3ZLIcCEm9ivg7joAtGLrBF1liBpuW6ZviWCBA=,41,30,99,99,1,20170302,20170402,0
0fwwJ0fE3vzHThKIy+WvHccVGhD33vzMEHL/SAF7p7Y=,39,30,149,149,1,20170228,20170416,0
7PM3ZzypYAPYmirMIQTO5fULJaS5WRBB+13MYhh+YVA=,41,30,149,149,1,20170312,20170412,0
ymdSpD9GF2AZT0mab2q1cXaLTYk4asgmjfqvY4VHC9o=,41,30,99,99,1,20170305,20170405,0
SA5IowVXz8s9jWVkAlbzJWpwD5VUV/IKBWQ6v3L+yJI=,21,30,149,149,1,20170228,20170404,0
7V2sfoKuCFfFu3010xuiP6BpaS+eQkx2eZ9d2LhgoEs=,41,30,99,99,1,20170309,20170409,0
U7S0SH17918mL2rGN38NwIqOfdQ0F/7a9Kx8YOMSucw=,41,30,149,149,1,20151121,20170514,0
t3X1kQsQwb62/+mBybBSGWUFnn9VfZWr9Ifw5FgSVY8=,41,30,99,99,1,20170308,20170420,0
BgXvWcjb/TOSbJeJV3mEC4xefZYZeMZpGEMKxMMQMEA=,39,30,149,149,1,20170228,20170422,0
61z86b2oGI+owXKV1ZhQl1p64AFI3usPRoO/H9CPcfU=,41,30,99,99,1,20170308,20170408,0
55mAKcmwaMS3Z4VcZSztkEez6sNs29bHcOuXcOUdmKo=,41,30,99,99,1,20170314,20170414,0
lYhLk/qu76IDltS4WfL8doPiTw/rTJB6X+6huBTw3Lc=,41,30,99,99,1,20170303,20170403,0
a0so/Mt0JfsPGQWXcQjBhxn/Plti/KxXf9N3zR7jxDE=,41,30,149,149,1,20170315,20170415,0
h114ZlILGzd7apd473YLzw1EYjRWjGLC26nBp/K/ZdA=,38,120,477,477,0,20161018,20170518,0
LtK42fJnfL13s3mw8ilzizy/cycE0F0ZZjFQa8DmqEg=,41,30,99,99,1,20170305,20170405,0
DOPoNAkY4L6nOMy1NCi6ZiHaBMbINbUpRBiD+cHjEvc=,39,30,149,149,1,20170331,20170525,0
schdY30tpWeyRgzu71JVHFUA3GWDmpU+SzarkGlLpwU=,37,30,149,149,1,20170309,20170408,0
GPqrs6S+v3dLlz/nFfPxFGj7Xe3hZliTIoQ0Bgo+iEA=,41,30,149,149,1,20170314,20170414,0
vA9YQQUBn8G6Qau/WcKzQ8rDBZrY3qAonIcUGEexpf4=,36,30,180,180,0,20170331,20170501,0
CGz5GgJ+6xwdMomXdVtboq3sv5Me0iTme5ulUaPFWK4=,41,30,99,99,1,20170331,20170430,0
wgpannnerW0HIcu4fFFUte2DDE8DGs77r/9CtNjZgAI=,41,30,99,99,1,20170319,20170419,0
C1NiiqiPQVKBJP9yZFNRA15Mt/wcwuiT3l/rP92HAN0=,41,30,99,99,1,20170319,20170419,0
9x60Ezi+XmlcldJKoALc5DzwpHmeXwlhO0D36xlsiDU=,39,30,149,149,1,20170331,20170529,0
OxpbI7B//XzH0X/oBcqxroquVmW/A4jpqEzKLpFCE00=,41,30,99,99,1,20170331,20170430,0
nP1CMpu3MMAHcW/mkqrHnYo3aBCK6eKKLrFuC+Z6wLs=,40,30,149,149,1,20170319,20170420,0
MEYNYsvCY9B2YaxG2sXkyyvG/+VclH+HvwXLyB4+WkM=,41,30,149,149,1,20170306,20170406,0
lXUbbuN3pK4qVr3HQnCFWwW304g0XzuYKi/vOdb7rg8=,40,30,149,149,1,20170309,20170404,1
T72sDY8ctgG5JO+lXzszMlzCF2EiRPQUFfF6WNP8JMU=,18,30,149,149,1,20170320,20170420,0
Oe6vPhO80EaMIq8BcVodYHgWohRRtB0RccUWRVITW2w=,38,410,1788,1788,0,20160908,20171023,0
eK5KFFhgbSO6pJo+IBBBZ2B7GWsOjSuv4hX9416TbnY=,41,30,99,99,1,20170307,20170407,0
g0Gu3bcJ8hircw4y2go58DArQp/vw7op1WtLnmTukiE=,41,30,99,99,1,20170323,20170423,0
QHXaddBr6YFMUid2ElHRStx2Q9jk4pfp81bNuwtUXEo=,30,30,149,149,1,20170304,20170413,0
w+TImlyuDn+Uq0lDmOksXgwJJs78Wfbb1+PiNBmxMTo=,40,30,149,149,1,20170317,20170420,0
jPBVXc1G7pOu7OnVY9X5MG1vUdt4YdHUItPFcL1jB4U=,35,7,0,0,0,20170220,20170826,0
CCfZjau2akODYLo6PCGHtHPIxg9nOQWBdqbLxNppglA=,33,30,149,149,1,20170331,20170430,0
wsGu1prCAxzC74lDafGC2yLDL721n0ol0jJOhK3FfuI=,41,30,99,99,1,20170308,20170408,0
BZOVpaxYSSOe0TkRt4DVLU8RrmJqgYRimPXfXBRQuqQ=,41,30,99,99,1,20170304,20170404,0
ZLMG2D9K8HtmZOvtY6nNY9nLoJzHoteNnfGmxtC6OwU=,41,30,99,99,1,20170313,20170413,0
orRp/F1+TMH0SL5L/kWPoGiTqteLtW5tHGj7oY3txvU=,39,30,149,149,1,20170228,20170419,0
9G0l+zO54YJE+tFSwMcSb12Um192Q0y/LTomOT7ChWQ=,40,30,149,149,1,20170309,20170408,0
HipDxr8eK2iJ7S8n+NsCu9AenQC2cVQ77nDygH0zv+0=,16,30,149,149,1,20170302,20170401,0
lZMa071Kqa1jYXHfpqa8ttCP9qaYssrofhV1wOixWrI=,41,30,129,129,1,20160926,20170501,0
nX/wqY5gLf4+8nr8G2T+iMdioQ0VfVNn+0Lq5yiB29c=,41,30,99,99,1,20170331,20170430,0
XYR5QEmvMo4F9GxtUSDF3rcL3drbnq9O+lLLSuiZo6w=,41,30,149,149,1,20170325,20170426,0
6QLVy5rnDqEeozviJRbGUIS1eGvAfMBVl5Td6Nidx8M=,41,30,99,99,1,20170309,20170409,0
iE+D3kLybpkQ6yEdq1hVD03zUwvvoD2xkmCYPCykWXA=,38,90,477,477,0,20170228,20170529,0
AkJh6sPUpYYXrS6RYWxtvfUqRSQWZGcmZNHloAWu8vg=,34,30,149,149,1,20170331,20170430,0
/CHJcGGAVjopKQuyiofFhWfeIIb/3zHxn892u/ioqFo=,41,30,99,99,1,20170308,20170502,0
FWGPxd5o4eycs7dJnUCOFn2R6TT7HOMx+vg4gYYS7ug=,38,410,1788,1788,0,20170214,20180401,0
bATpmXGBf43hTZNiVuUL9WDKifjCLcD2H9/91HluHKg=,39,30,149,149,1,20170331,20170514,0
iPaD2ZoVkMTEdrTPFuiO4RcACUdLe0VV3joAib+WJmA=,39,30,149,149,1,20170228,20170418,0
klMkxK1AQgy2WQNUo1Ggz2JEubkbjSC/m+9TSfP5HuE=,38,7,35,35,0,20170326,20170402,0
L7ezwhGjWhNZglR611SpVAEzh8r/T/FU//ZvZ+Q3fVE=,41,30,149,149,1,20170322,20170422,0
bqwQ/ixaH0q+85sTYIfFdg/kv0VjbJFbySI1No8jA/4=,41,30,99,99,1,20170315,20170415,0
C9FR7Rn3+/dUe309STxXQzh6ODdgT1djJfQSGZsKjxo=,38,30,149,149,0,20170305,20170404,0
8NMimPLALFd+QOWrORidDSyHaXI2kjVI5BA4NC7POfM=,32,410,1788,1788,0,20160517,20170704,0
aOdEMGheqZ8wHtMgzurAODKon98QhEgy5qmNAUHD3xk=,41,30,129,129,1,20170228,20170401,0
N36+FaX8nZ0bpxzZ7R20WWgt9BkPkI6Bz6jhk+Kt/3E=,37,30,149,149,1,20170312,20170411,0
qsZz4mEJntv5l+0FUJDSUqz6qSbM4jjOiQ32WlOQSHY=,41,30,149,149,1,20170311,20170412,0
l/9/LjpuZ9Bd402pRym8MD7INSC8zGGdThtJdnnLbx0=,39,30,149,149,1,20170228,20170408,0
WLhzImx8Afs+CDJVbALVAL190g4dd4uxNepH397rQng=,41,30,100,100,1,20170306,20170828,0
R7G9IcWpMiaYILJXUlAvx+lWpJn56RtLuAHDaebAW04=,41,30,99,99,1,20170307,20170407,0
Mti+awO1vg4+5hOsd89GWvfAfFEHa/pz2mq91t1kF6k=,38,90,447,447,0,20170214,20170515,0
nOTwV0wqliaJfayydyk+7cyJNoZlUZuifwbFY+sCgR0=,41,30,149,149,1,20170312,20170412,0
7jzfBBFvlB2FPoLEbZc7OG5fw9DUCKBSbcVjfRUJJ/w=,41,30,149,149,1,20170302,20170402,0
4efQuOsN/cQ8gRUiRar+izTX7AK3q3CbLkqttDCNkeI=,39,30,149,149,1,20170331,20170521,0
HGINOh9NoZEH6OEac5eWA4+g8Q+fLF87ytJP9dJ5hU0=,41,30,99,99,1,20170301,20170401,0
k4ky/NjiZFOQ3f/tvUkd0YXOqqX1j3yo51N+PdjE478=,41,30,99,99,1,20170312,20170412,0
Z0qYIJaEOqOITtTN7zccQY2IZDN7OD1IAESyfbjzzqw=,41,30,149,149,1,20170308,20170408,0
EAD0IuEL03n5a63LbUAsA4y9VzWhtZQSII95qlQMRpY=,41,30,100,100,1,20170318,20170418,0
lUu4RfSqskqNk/liDGKlBXUJTRxFMHNibaY9v/Cfm6k=,41,30,99,99,1,20170304,20170404,0
5qtPKdLFdlas3rkKmL6wIx894JKTGtO7FFZwygYXIAQ=,41,30,99,99,1,20170302,20170402,0
MiZJ75+2gQP9huUQSW/Plf7ID099ZH4Lpa/se+ebbsE=,38,90,477,477,0,20170223,20170528,0
HIeRt4ioge93IV4Y0eUWGoReO110oa43ha6r3eLQJCE=,39,30,149,149,1,20170331,20170529,0
